delta	polyakov	permil	freq	lemmas
узритъ	узрите	0.24580170684705235	1.0	узрети
узритъ	узрит	0.24580170684705235	1.0	узрети
бдевша	бдевши	0.24580170684705235	1.0	бдети
стиховные	стиховне	0.24580170684705235	1.0	стиховна
стиховные	стиховны	0.24580170684705235	1.0	стиховна
стиховные	стиховный	0.24580170684705235	1.0	стиховный
стиховные	стиховных	0.24580170684705235	1.0	стиховный
стиховные	стиховныя	0.24580170684705235	1.0	стиховный
галическия	галичския	0.4916034136941047	2.0	галичский
присещения	присещение	0.24580170684705235	1.0	присещение
присещения	присещению	0.24580170684705235	1.0	присещение
воронежский	воронежския	0.24580170684705235	1.0	воронежский
воронежский	воронежской	0.24580170684705235	1.0	воронежский
ужасивше	угасивше	0.24580170684705235	1.0	угасити
извращена	низвращена	0.24580170684705235	1.0	низвратити
землям	землем	0.24580170684705235	1.0	земля
землям	земля	0.24580170684705235	1.0	земля
землям	землями	0.24580170684705235	1.0	земля
землям	землях	0.24580170684705235	1.0	земля
возстаните	возставите	0.24580170684705235	1.0	возставити
возстаните	возстание	0.24580170684705235	1.0	возстание
возстаните	возстените	0.24580170684705235	1.0	возстенати
возстаните	возстоните	0.24580170684705235	1.0	возстонати
возстаните	востаните	0.24580170684705235	1.0	возстати
давидский	давидски	0.4916034136941047	2.0	давидский
хиландарская	хиландарския	2.7038187753175755	11.0	хиландарский
очишуся	очищуся	0.24580170684705235	1.0	очиститися
очишуся	очищшуся	0.24580170684705235	1.0	очиститися
русскими	русским	0.4916034136941047	2.0	русский
неприступных	неприступный	0.4916034136941047	2.0	неприступный
неприступных	неприступным	0.4916034136941047	2.0	неприступный
неприступных	неприступныя	0.4916034136941047	2.0	неприступный
беснование	беснованием	0.4916034136941047	2.0	беснование
беснование	беснованию	0.4916034136941047	2.0	беснование
беснование	беснования	0.4916034136941047	2.0	беснование
беснование	бесование	0.4916034136941047	2.0	бесование
избивая	избивах	0.24580170684705235	1.0	избивати
избивая	избирая	0.24580170684705235	1.0	избирати
избивая	изливая	0.24580170684705235	1.0	изливати
направляющего	направляющаго	0.24580170684705235	1.0	направляти
возстани	возстави	0.7374051205411569	3.0	возставити
возстани	возстание	0.7374051205411569	3.0	возстание
возстани	возстания	0.7374051205411569	3.0	возстание
возстани	возстану	0.7374051205411569	3.0	возстати
возстани	возстати	0.7374051205411569	3.0	возстати
возстани	возстени	0.7374051205411569	3.0	возстенати
возстани	востани	0.7374051205411569	3.0	возстати
красяпщися	красящися	0.24580170684705235	1.0	краситися
иереями	вереями	0.24580170684705235	1.0	верея
персидстеи	персидсте	0.7374051205411569	3.0	персидский
персидстеи	персидстей	0.7374051205411569	3.0	персидский
персидстеи	персидстии	0.7374051205411569	3.0	персидский
сорока	порока	0.24580170684705235	1.0	порок
одержащим	обдержащим	0.24580170684705235	1.0	обдержати
одержащим	одержащи	0.24580170684705235	1.0	одержати
одержащим	одержащий	0.24580170684705235	1.0	одержати
одержащим	одержащих	0.24580170684705235	1.0	одержати
одержащим	одержащия	0.24580170684705235	1.0	одержати
одержащим	содержащим	0.24580170684705235	1.0	содержати
оемлюще	отемлюще	0.24580170684705235	1.0	отымати
змы	зимы	0.24580170684705235	1.0	зима
змы	злы	0.24580170684705235	1.0	злый
змы	измы	0.24580170684705235	1.0	измыти
змы	омы	0.24580170684705235	1.0	омыти
змы	тмы	0.24580170684705235	1.0	тьма
змы	умы	0.24580170684705235	1.0	ум
змы	ямы	0.24580170684705235	1.0	яма
змы	мы	0.24580170684705235	1.0	мы
дерзостие	дерзосте	0.24580170684705235	1.0	дерзость
дерзостие	дерзости	0.24580170684705235	1.0	дерзость
дерзостие	дерзостив	0.24580170684705235	1.0	дерзостивый
дерзостие	дерзостию	0.24580170684705235	1.0	дерзость
дерзостие	дерзостне	0.24580170684705235	1.0	дерзостне
возводяи	возводи	0.24580170684705235	1.0	возводити
возводяи	возводя	0.24580170684705235	1.0	возводити
возводяи	возводяй	0.24580170684705235	1.0	возводити
возводяи	возводят	0.24580170684705235	1.0	возводити
возводяи	возводях	0.24580170684705235	1.0	возводити
возводяи	возводящи	0.24580170684705235	1.0	возводити
возводяи	возводящ	0.24580170684705235	1.0	возводити
унывающия	унывающи	0.24580170684705235	1.0	унывати
унывающия	унывающих	0.24580170684705235	1.0	унывати
унывающия	унывающим	0.24580170684705235	1.0	унывати
украшающия	украшающая	0.24580170684705235	1.0	украшати
украшающия	украшающии	0.24580170684705235	1.0	украшати
украшающия	украшающий	0.24580170684705235	1.0	украшати
украшающия	украшающися	0.24580170684705235	1.0	украшатися
украшающия	украшающих	0.24580170684705235	1.0	украшати
возвещеиа	возвещена	0.24580170684705235	1.0	возвестити
опасства	опаснства	0.24580170684705235	1.0	опаснство
опасства	опасстве	0.24580170684705235	1.0	опасство
опасства	опасство	0.24580170684705235	1.0	опасство
